timestep,agent,x-coord,y-coord
267,1,36,11
267,2,35,12
267,3,42,27
267,4,40,47
267,5,25,4
267,6,40,47
267,7,25,2
267,8,47,3
267,9,40,48
267,10,47,2
267,11,41,47
268,-1,41,46
268,0,41,27
268,1,36,12
268,2,35,13
268,3,42,26
268,4,41,47
268,5,26,4
268,6,40,48
268,7,25,1
268,8,47,2
268,9,40,49
268,10,47,3
268,11,40,47
269,-1,41,46
269,0,42,27
269,1,35,12
269,2,35,12
269,3,42,27
269,4,40,47
269,5,25,4
269,6,40,47
269,7,25,0
269,8,47,3
269,9,40,48
269,10,47,4
269,11,39,47
270,-1,41,46
270,0,43,27
270,1,34,12
270,2,35,11
270,3,42,28
270,4,40,46
270,5,26,4
270,6,40,46
270,7,25,1
270,8,47,4
270,9,40,47
270,10,47,3
270,11,40,47
271,-1,42,46
271,0,42,27
271,1,35,12
271,2,35,12
271,3,42,27
271,4,40,47
271,5,27,4
271,6,40,47
271,7,25,2
271,8,47,3
271,9,40,46
271,10,47,4
271,11,41,47
272,-1,41,46
272,0,41,27
272,1,36,12
272,2,35,13
272,3,42,26
272,4,40,48
272,5,28,4
272,6,41,47
272,7,25,3
272,8,47,2
272,9,40,47
272,10,47,3
272,11,40,47
273,-1,42,46
273,0,42,27
273,1,35,12
273,2,35,12
273,3,42,27
273,4,40,47
273,5,27,4
273,6,40,47
273,7,26,3
273,8,46,2
273,9,40,48
273,10,47,2
273,11,39,47
274,-1,42,46
274,0,43,27
274,1,34,12
274,2,35,11
274,3,42,28
274,4,40,48
274,5,26,4
274,6,39,47
274,7,26,4
274,8,45,2
274,9,40,47
274,10,47,3
274,11,40,47
275,-1,42,46
275,0,42,27
275,1,34,11
275,2,35,12
275,3,42,27
275,4,40,47
275,5,25,4
275,6,40,47
275,7,26,3
275,8,46,2
275,9,40,46
275,10,47,4
275,11,41,47
276,-1,42,46
276,0,43,27
276,1,35,11
276,2,35,13
276,3,42,26
276,4,40,46
276,5,26,4
276,6,41,47
276,7,26,4
276,8,47,2
276,9,40,47
276,10,47,3
276,11,40,47
277,-1,42,45
277,0,42,27
277,1,35,12
277,2,36,13
277,3,42,27
277,4,40,47
277,5,27,4
277,6,40,47
277,7,26,5
277,8,47,3
277,9,40,48
277,10,47,2
277,11,39,47
278,-1,42,44
278,0,41,27
278,1,35,13
278,2,35,13
278,3,42,28
278,4,39,47
278,5,26,4
278,6,39,47
278,7,26,4
278,8,47,4
278,9,40,47
278,10,47,3
278,11,40,47
279,-1,42,43
279,0,42,27
279,1,35,12
279,2,35,12
279,3,42,27
279,4,40,47
279,5,26,5
279,6,39,46
279,7,26,3
279,8,47,3
279,9,40,46
279,10,47,4
279,11,41,47
280,-1,41,43
280,0,43,27
280,1,35,11
280,2,36,12
280,3,42,26
280,4,41,47
280,5,26,4
280,6,39,45
280,7,26,4
280,8,47,2
280,9,40,47
280,10,47,3
280,11,40,47
281,-1,40,43
281,0,43,26
281,1,35,12
281,2,35,12
281,3,42,27
281,4,41,46
281,5,26,3
281,6,38,45
281,7,26,5
281,8,47,1
281,9,40,46
281,10,47,4
281,11,40,48
282,-1,39,43
282,0,43,25
282,1,34,12
282,2,34,12
282,3,42,26
282,4,42,46
282,5,26,4
282,6,37,45
282,7,26,4
282,8,47,2
282,9,40,45
282,10,47,5
282,11,40,47
283,-1,38,43
283,0,43,26
283,1,34,13
283,2,35,12
283,3,42,27
283,4,42,45
283,5,27,4
283,6,36,45
283,7,26,3
283,8,47,3
283,9,40,44
283,10,47,6
283,11,40,46
284,-1,37,43
284,0,43,25
284,1,35,13
284,2,34,12
284,3,42,28
284,4,42,44
284,5,26,4
284,6,35,45
284,7,26,4
284,8,46,3
284,9,39,44
284,10,47,7
284,11,40,47
285,-1,37,42
285,0,43,24
285,1,35,14
285,2,35,12
285,3,42,27
285,4,42,45
285,5,25,4
285,6,34,45
285,7,27,4
285,8,47,3
285,9,39,43
285,10,47,8
285,11,40,48
286,-1,37,41
286,0,42,24
286,1,35,15
286,2,36,12
286,3,42,26
286,4,42,44
286,5,26,4
286,6,33,45
286,7,26,4
286,8,48,3
286,9,39,42
286,10,47,9
286,11,40,47
287,-1,37,40
287,0,42,23
287,1,35,16
287,2,35,12
287,3,42,25
287,4,42,43
287,5,27,4
287,6,32,45
287,7,25,4
287,8,47,3
287,9,39,41
287,10,47,10
287,11,40,46
288,-1,37,39
288,0,42,22
288,1,35,17
288,2,34,12
288,3,42,26
288,4,42,42
288,5,26,4
288,6,31,45
288,7,26,4
288,8,46,3
288,9,39,40
288,10,47,11
288,11,40,47
289,-1,37,38
289,0,42,21
289,1,35,18
289,2,35,12
289,3,42,27
289,4,42,41
289,5,25,4
289,6,30,45
289,7,27,4
289,8,47,3
289,9,39,39
289,10,47,12
289,11,40,48
290,-1,37,37
290,0,42,20
290,1,35,19
290,2,36,12
290,3,42,28
290,4,43,41
290,5,26,4
290,6,30,44
290,7,26,4
290,8,48,3
290,9,39,38
290,10,47,13
290,11,40,47
291,-1,37,36
291,0,42,19
291,1,35,18
291,2,35,12
291,3,42,27
291,4,43,40
291,5,27,4
291,6,29,44
291,7,25,4
291,8,49,3
291,9,39,37
291,10,47,14
291,11,40,46
292,-1,37,35
292,0,42,18
292,1,35,17
292,2,34,12
292,3,42,26
292,4,43,39
292,5,26,4
292,6,29,43
292,7,26,4
292,8,48,3
292,9,39,36
292,10,47,15
292,11,40,47
293,-1,37,34
293,0,42,17
293,1,35,18
293,2,35,12
293,3,42,27
293,4,42,39
293,5,25,4
293,6,28,43
293,7,27,4
293,8,47,3
293,9,39,35
293,10,47,16
293,11,41,47
294,-1,37,33
294,0,42,16
294,1,35,19
294,2,36,12
294,3,42,28
294,4,41,39
294,5,26,4
294,6,28,42
294,7,26,4
294,8,46,3
294,9,39,34
294,10,47,15
294,11,40,47
295,-1,37,32
295,0,42,15
295,1,35,20
295,2,35,12
295,3,42,27
295,4,40,39
295,5,27,4
295,6,28,41
295,7,26,5
295,8,47,3
295,9,39,33
295,10,47,16
295,11,40,48
296,-1,37,31
296,0,42,14
296,1,36,20
296,2,34,12
296,3,42,26
296,4,39,39
296,5,26,4
296,6,28,42
296,7,26,4
296,8,48,3
296,9,39,32
296,10,47,17
296,11,40,47
297,-1,37,30
297,0,42,13
297,1,36,21
297,2,35,12
297,3,42,27
297,4,38,39
297,5,25,4
297,6,28,43
297,7,26,3
297,8,47,3
297,9,39,31
297,10,46,17
297,11,40,46
298,-1,37,29
298,0,42,14
298,1,37,21
298,2,36,12
298,3,42,28
298,4,37,39
298,5,26,4
298,6,27,43
298,7,26,4
298,8,46,3
298,9,39,30
298,10,46,18
298,11,40,45
299,-1,37,28
299,0,42,13
299,1,37,22
299,2,35,12
299,3,42,27
299,4,36,39
299,5,27,4
299,6,27,42
299,7,26,5
299,8,47,3
299,9,39,31
299,10,46,17
299,11,40,44
300,-1,37,27
300,0,42,12
300,1,38,22
300,2,34,12
300,3,42,26
300,4,35,39
300,5,27,3
300,6,28,42
300,7,26,4
300,8,48,3
300,9,39,30
300,10,46,16
300,11,40,43
301,-1,37,26
301,0,42,11
301,1,38,23
301,2,35,12
301,3,41,26
301,4,34,39
301,5,27,4
301,6,29,42
301,7,26,3
301,8,48,4
301,9,39,29
301,10,46,15
301,11,40,42
302,-1,37,25
302,0,42,12
302,1,39,23
302,2,35,11
302,3,40,26
302,4,33,39
302,5,26,4
302,6,28,42
302,7,26,4
302,8,47,4
302,9,39,28
302,10,47,15
302,11,40,41
303,-1,37,24
303,0,43,12
303,1,39,24
303,2,36,11
303,3,41,26
303,4,32,39
303,5,25,4
303,6,27,42
303,7,26,5
303,8,47,3
303,9,39,27
303,10,46,15
303,11,39,41
304,-1,37,23
304,0,43,13
304,1,38,24
304,2,36,12
304,3,42,26
304,4,31,39
304,5,26,4
304,6,28,42
304,7,26,4
304,8,47,4
304,9,39,26
304,10,46,14
304,11,40,41
305,-1,37,22
305,0,43,14
305,1,37,24
305,2,37,12
305,3,42,27
305,4,31,40
305,5,26,3
305,6,29,42
305,7,26,3
305,8,47,3
305,9,40,26
305,10,47,14
305,11,40,40
306,-1,37,21
306,0,43,15
306,1,38,24
306,2,36,12
306,3,42,28
306,4,30,40
306,5,26,4
306,6,28,42
306,7,26,4
306,8,47,2
306,9,40,25
306,10,47,13
306,11,40,39
307,-1,37,20
307,0,43,16
307,1,39,24
307,2,35,12
307,3,42,27
307,4,30,41
307,5,26,5
307,6,27,42
307,7,26,5
307,8,47,3
307,9,40,24
307,10,47,12
307,11,40,38
308,-1,37,19
308,0,43,17
308,1,39,25
308,2,34,12
308,3,42,26
308,4,30,42
308,5,26,4
308,6,28,42
308,7,26,4
308,8,47,4
308,9,40,23
308,10,47,11
308,11,40,37
309,-1,37,18
309,0,43,16
309,1,40,25
309,2,35,12
309,3,42,27
309,4,31,42
309,5,26,3
309,6,28,43
309,7,26,3
309,8,47,3
309,9,40,22
309,10,47,10
309,11,40,36
310,-1,37,17
310,0,43,17
310,1,41,25
310,2,36,12
310,3,42,28
310,4,30,42
310,5,26,4
310,6,28,42
310,7,26,4
310,8,47,2
310,9,40,21
310,10,47,11
310,11,40,37
311,-1,37,16
311,0,43,18
311,1,41,26
311,2,35,12
311,3,42,27
311,4,29,42
311,5,26,5
311,6,28,41
311,7,26,5
311,8,47,3
311,9,40,20
311,10,47,10
311,11,40,36
312,-1,36,16
312,0,43,19
312,1,41,25
312,2,34,12
312,3,41,27
312,4,28,42
312,5,26,4
312,6,28,42
312,7,26,4
312,8,47,4
312,9,39,20
312,10,47,9
312,11,40,35
313,-1,36,15
313,0,43,20
313,1,41,24
313,2,35,12
313,3,42,27
313,4,27,42
313,5,26,3
313,6,28,43
313,7,26,3
313,8,48,4
313,9,39,21
313,10,47,8
313,11,40,34
314,-1,36,14
314,0,43,21
314,1,42,24
314,2,36,12
314,3,43,27
314,4,28,42
314,5,26,4
314,6,28,42
314,7,26,4
314,8,47,4
314,9,39,20
314,10,47,7
314,11,40,33
315,-1,35,14
315,0,43,22
315,1,43,24
315,2,35,12
315,3,42,27
315,4,28,41
315,5,26,3
315,6,28,41
315,7,26,5
315,8,47,3
315,9,39,19
315,10,47,6
315,11,40,32
316,-1,35,13
316,0,43,23
316,1,43,23
316,2,34,12
316,3,41,27
316,4,28,42
316,5,26,4
316,6,28,40
316,7,26,4
316,8,47,2
316,9,39,18
316,10,47,5
316,11,40,31
317,-1,35,13
317,0,42,23
317,1,43,22
317,2,35,12
317,3,41,28
317,4,27,42
317,5,26,5
317,6,28,41
317,7,26,3
317,8,47,3
317,9,39,17
317,10,47,4
317,11,40,30
318,-1,34,13
318,0,42,24
318,1,43,21
318,2,36,12
318,3,41,27
318,4,28,42
318,5,26,4
318,6,28,42
318,7,26,4
318,8,47,4
318,9,39,18
318,10,47,3
318,11,40,29
319,-1,34,12
319,0,42,25
319,1,43,20
319,2,36,13
319,3,42,27
319,4,29,42
319,5,26,3
319,6,28,43
319,7,26,5
319,8,47,3
319,9,39,17
319,10,47,2
319,11,40,28
320,-1,34,11
320,0,41,25
320,1,42,20
320,2,35,13
320,3,43,27
320,4,28,42
320,5,26,4
320,6,28,42
320,7,26,6
320,8,47,2
320,9,38,17
320,10,47,3
320,11,40,27
321,-1,34,11
321,0,41,26
321,1,42,19
321,2,35,12
321,3,42,27
321,4,27,42
321,5,26,5
321,6,28,43
321,7,26,5
321,8,47,3
321,9,38,16
321,10,47,4
321,11,40,26
322,-1,34,12
322,0,42,26
322,1,41,19
322,2,35,11
322,3,41,27
322,4,28,42
322,5,26,4
322,6,28,42
322,7,26,4
322,8,47,2
322,9,37,16
322,10,47,3
322,11,40,25
323,-1,34,13
323,0,42,27
323,1,41,18
323,2,35,12
323,3,42,27
323,4,29,42
323,5,27,4
323,6,29,42
323,7,26,3
323,8,47,3
323,9,37,15
323,10,47,2
323,11,40,24
324,-1,35,13
324,0,42,28
324,1,40,18
324,2,35,13
324,3,43,27
324,4,29,41
324,5,26,4
324,6,29,43
324,7,26,4
324,8,47,4
324,9,36,15
324,10,47,3
324,11,39,24
325,-1,35,13
325,0,42,27
325,1,40,17
325,2,35,12
325,3,42,27
325,4,29,42
325,5,25,4
325,6,28,43
325,7,26,5
325,8,47,3
325,9,36,14
325,10,47,4
325,11,39,23
326,-1,35,12
326,0,42,26
326,1,39,17
326,2,35,11
326,3,41,27
326,4,29,41
326,5,25,3
326,6,28,42
326,7,26,4
326,8,47,2
326,9,35,14
326,10,47,3
326,11,39,22
327,-1,35,13
327,0,43,26
327,1,39,16
327,2,35,12
327,3,40,27
327,4,29,42
327,5,25,2
327,6,28,41
327,7,26,3
327,8,47,3
327,9,35,13
327,10,47,2
327,11,39,21
328,-1,35,13
328,0,43,27
328,1,38,16
328,2,35,13
328,3,40,26
328,4,28,42
328,5,25,3
328,6,28,42
328,7,26,4
328,8,48,3
328,9,34,13
328,10,47,3
328,11,39,20
329,-1,35,13
329,0,42,27
329,1,38,15
329,2,35,14
329,3,41,26
329,4,27,42
329,5,26,3
329,6,28,43
329,7,25,4
329,8,47,3
329,9,34,12
329,10,47,4
329,11,39,19
330,-1,35,13
330,0,41,27
330,1,38,16
330,2,35,13
330,3,42,26
330,4,28,42
330,5,25,3
330,6,28,42
330,7,26,4
330,8,46,3
330,9,33,12
330,10,47,3
330,11,39,18
331,-1,36,13
331,0,42,27
331,1,38,15
331,2,35,12
331,3,42,27
331,4,29,42
331,5,26,3
331,6,28,41
331,7,27,4
331,8,45,3
331,9,33,11
331,10,47,2
331,11,39,17
332,-1,37,13
332,0,43,27
332,1,37,15
332,2,35,11
332,3,42,28
332,4,28,42
332,5,27,3
332,6,28,42
332,7,26,4
332,8,46,3
332,9,34,11
332,10,47,3
332,11,38,17
333,-1,37,13
333,0,42,27
333,1,37,14
333,2,34,11
333,3,42,27
333,4,27,42
333,5,27,4
333,6,28,43
333,7,25,4
333,8,47,3
333,9,33,11
333,10,47,4
333,11,38,16
334,-1,37,14
334,0,41,27
334,1,36,14
334,2,35,11
334,3,42,26
334,4,27,43
334,5,26,4
334,6,28,44
334,7,26,4
334,8,48,3
334,9,32,11
334,10,47,3
334,11,37,16
335,-1,37,15
335,0,42,27
335,1,36,13
335,2,35,12
335,3,42,25
335,4,27,42
335,5,25,4
335,6,28,43
335,7,27,4
335,8,47,3
335,9,32,10
335,10,47,2
335,11,36,16
336,-1,37,14
336,0,43,27
336,1,35,13
336,2,35,13
336,3,42,26
336,4,28,42
336,5,26,4
336,6,28,42
336,7,27,3
336,8,46,3
336,9,31,10
336,10,47,3
336,11,36,15
337,-1,36,14
337,0,42,27
337,1,35,12
337,2,35,12
337,3,42,27
337,4,29,42
337,5,27,4
337,6,28,41
337,7,27,4
337,8,47,3
337,9,31,9
337,10,47,4
337,11,37,15
338,-1,35,14
338,0,41,27
338,1,35,11
338,2,35,11
338,3,43,27
338,4,29,41
338,5,28,4
338,6,28,42
338,7,26,4
338,8,48,3
338,9,30,9
338,10,47,3
338,11,36,15
339,-1,35,14
339,0,42,27
339,1,35,12
339,2,35,10
339,3,42,27
339,4,29,42
339,5,27,4
339,6,28,43
339,7,27,4
339,8,47,3
339,9,30,8
339,10,47,2
339,11,36,14
340,-1,34,13
340,0,43,27
340,1,35,13
340,2,35,11
340,3,41,27
340,4,28,42
340,5,26,4
340,6,28,42
340,7,26,4
340,8,46,3
340,9,29,8
340,10,47,3
340,11,35,14
341,-1,34,13
341,0,42,27
341,1,35,12
341,2,35,12
341,3,42,27
341,4,27,42
341,5,25,4
341,6,28,41
341,7,25,4
341,8,46,2
341,9,30,8
341,10,47,4
341,11,35,15
342,-1,35,13
342,0,41,27
342,1,35,11
342,2,35,13
342,3,43,27
342,4,28,42
342,5,26,4
342,6,28,42
342,7,26,4
342,8,47,2
342,9,30,7
342,10,47,3
342,11,35,14
343,-1,34,13
343,0,42,27
343,1,35,12
343,2,35,12
343,3,42,27
343,4,29,42
343,5,27,4
343,6,28,43
343,7,27,4
343,8,47,3
343,9,29,7
343,10,46,3
343,11,36,14
344,-1,34,14
344,0,43,27
344,1,35,13
344,2,36,12
344,3,41,27
344,4,28,42
344,5,26,4
344,6,28,42
344,7,26,4
344,8,47,4
344,9,28,7
344,10,47,3
344,11,36,13
345,-1,35,14
345,0,42,27
345,1,35,12
345,2,35,12
345,3,42,27
345,4,27,42
345,5,25,4
345,6,28,41
345,7,26,5
345,8,47,3
345,9,28,6
345,10,48,3
345,11,35,13
346,-1,34,14
346,0,41,27
346,1,35,11
346,2,34,12
346,3,43,27
346,4,28,42
346,5,26,4
346,6,28,42
346,7,26,4
346,8,47,2
346,9,27,6
346,10,49,3
346,11,35,14
347,-1,33,14
347,0,42,27
347,1,36,11
347,2,35,12
347,3,42,27
347,4,29,42
347,5,27,4
347,6,28,43
347,7,26,3
347,8,47,3
347,9,27,7
347,10,48,3
347,11,35,13
348,-1,32,14
348,0,43,27
348,1,37,11
348,2,36,12
348,3,41,27
348,4,28,42
348,5,27,5
348,6,28,42
348,7,26,4
348,8,47,2
348,9,27,6
348,10,47,3
348,11,34,13
349,-1,31,14
349,0,42,27
349,1,37,12
349,2,35,12
349,3,42,27
349,4,27,42
349,5,26,5
349,6,28,41
349,7,26,5
349,8,47,3
349,9,27,5
349,10,46,3
349,11,34,12
350,-1,30,14
350,0,41,27
350,1,36,12
350,2,34,12
350,3,42,26
350,4,28,42
350,5,26,6
350,6,28,42
350,7,26,4
350,8,47,4
350,9,26,5
350,10,47,3
350,11,34,11
351,-1,30,13
351,0,40,27
351,1,37,12
351,2,35,12
351,3,42,25
351,4,28,41
351,5,26,7
351,6,28,43
351,7,26,3
351,8,47,5
351,9,26,6
351,10,47,4
351,11,35,11
352,-1,30,12
352,0,41,27
352,1,38,12
352,2,35,11
352,3,42,24
352,4,28,40
352,5,26,6
352,6,28,42
352,7,26,4
352,8,47,4
352,9,26,7
352,10,47,5
352,11,36,11
353,-1,30,11
353,0,42,27
353,1,38,11
353,2,35,12
353,3,42,23
353,4,28,39
353,5,25,6
353,6,28,41
353,7,26,5
353,8,47,5
353,9,25,7
353,10,47,6
353,11,37,11
354,-1,30,10
354,0,43,27
354,1,39,11
354,2,34,12
354,3,42,22
354,4,28,38
354,5,25,5
354,6,28,42
354,7,26,4
354,8,47,6
354,9,25,8
354,10,47,7
354,11,38,11
355,-1,30,9
355,0,42,27
355,1,39,10
355,2,35,12
355,3,43,22
355,4,28,37
355,5,25,4
355,6,28,43
355,7,26,3
355,8,46,6
355,9,25,9
355,10,47,8
355,11,39,11
356,-1,29,9
356,0,41,27
356,1,40,10
356,2,36,12
356,3,43,21
356,4,27,37
356,5,25,5
356,6,28,42
356,7,26,4
356,8,47,6
356,9,25,10
356,10,47,9
356,11,39,10
357,-1,29,9
357,0,42,27
357,1,39,10
357,2,37,12
357,3,43,20
357,4,27,36
357,5,26,5
357,6,28,43
357,7,26,5
357,8,46,6
357,9,24,10
357,10,47,10
357,11,40,10
358,-1,30,9
358,0,43,27
358,1,38,10
358,2,36,12
358,3,43,19
358,4,27,35
358,5,26,4
358,6,28,42
358,7,26,4
358,8,46,7
358,9,25,10
358,10,47,11
358,11,40,9
359,-1,31,9
359,0,42,27
359,1,39,10
359,2,37,12
359,3,43,18
359,4,27,34
359,5,26,3
359,6,28,41
359,7,26,3
359,8,46,8
359,9,25,11
359,10,47,12
359,11,39,9
360,-1,32,9
360,0,41,27
360,1,40,10
360,2,36,12
360,3,43,17
360,4,27,33
360,5,26,4
360,6,28,42
360,7,25,3
360,8,46,9
360,9,25,10
360,10,47,11
360,11,40,9
361,-1,33,9
361,0,42,27
361,1,40,9
361,2,35,12
361,3,43,16
361,4,27,32
361,5,26,5
361,6,28,43
361,7,26,3
361,8,46,10
361,9,26,10
361,10,47,12
361,11,39,9
362,-1,34,9
362,0,43,27
362,1,41,9
362,2,34,12
362,3,43,15
362,4,27,31
362,5,27,5
362,6,28,42
362,7,26,2
362,8,46,11
362,9,27,10
362,10,47,13
362,11,40,9
363,-1,34,10
363,0,42,27
363,1,41,8
363,2,35,12
363,3,44,15
363,4,27,30
363,5,26,5
363,6,28,41
363,7,26,3
363,8,46,10
363,9,28,10
363,10,47,14
363,11,41,9
364,-1,35,11
364,0,41,27
364,1,42,8
364,2,36,12
364,3,44,14
364,4,27,29
364,5,26,4
364,6,28,42
364,7,26,4
364,8,46,11
364,9,29,10
364,10,47,15
364,11,40,9
365,-1,36,11
365,0,40,27
365,1,42,7
365,2,35,12
365,3,44,13
365,4,27,28
365,5,26,3
365,6,28,43
365,7,26,5
365,8,46,12
365,9,30,10
365,10,47,14
365,11,41,9
366,-1,37,11
366,0,41,27
366,1,43,7
366,2,34,12
366,3,44,12
366,4,27,29
366,5,26,4
366,6,28,42
366,7,26,4
366,8,46,13
366,9,31,10
366,10,47,15
366,11,41,8
367,-1,37,10
367,0,41,26
367,1,43,6
367,2,35,12
367,3,44,11
367,4,27,30
367,5,25,4
367,6,28,41
367,7,26,3
367,8,46,14
367,9,32,10
367,10,47,16
367,11,42,8
368,-1,37,9
368,0,41,25
368,1,43,5
368,2,34,12
368,3,44,10
368,4,27,31
368,5,26,4
368,6,28,42
368,7,26,2
368,8,46,15
368,9,33,10
368,10,47,17
368,11,42,7
369,-1,38,9
369,0,41,26
369,1,44,5
369,2,35,12
369,3,44,11
369,4,27,32
369,5,27,4
369,6,28,43
369,7,26,3
369,8,46,16
369,9,34,10
369,10,47,18
369,11,43,7
370,-1,39,9
370,0,41,25
370,1,45,5
370,2,36,12
370,3,44,12
370,4,27,33
370,5,26,4
370,6,28,42
370,7,26,4
370,8,46,17
370,9,35,10
370,10,47,19
370,11,43,6
371,-1,40,9
371,0,41,24
371,1,44,5
371,2,35,12
371,3,43,12
371,4,27,34
371,5,25,4
371,6,28,41
371,7,26,5
371,8,46,18
371,9,36,10
371,10,47,20
371,11,44,6
372,-1,41,9
372,0,41,23
372,1,45,5
372,2,34,12
372,3,43,11
372,4,27,35
372,5,26,4
372,6,28,42
372,7,26,4
372,8,46,19
372,9,37,10
372,10,47,21
372,11,44,5
373,-1,41,8
373,0,41,22
373,1,45,4
373,2,35,12
373,3,44,11
373,4,27,36
373,5,27,4
373,6,28,43
373,7,26,3
373,8,46,20
373,9,38,10
373,10,47,22
373,11,45,5
374,-1,41,7
374,0,41,21
374,1,46,4
374,2,36,12
374,3,43,11
374,4,27,37
374,5,26,4
374,6,29,43
374,7,26,4
374,8,46,21
374,9,39,10
374,10,47,23
374,11,44,5
375,-1,42,7
375,0,42,21
375,1,45,4
375,2,35,12
375,3,43,10
375,4,27,38
375,5,25,4
375,6,28,43
375,7,26,3
375,8,46,22
375,9,40,10
375,10,46,23
375,11,43,5
376,-1,43,7
376,0,42,20
376,1,46,4
376,2,34,12
376,3,43,9
376,4,27,39
376,5,25,5
376,6,28,42
376,7,26,4
376,8,46,23
376,9,40,9
376,10,46,24
376,11,44,5
377,-1,43,6
377,0,42,19
377,1,46,3
377,2,35,12
377,3,43,8
377,4,27,40
377,5,25,6
377,6,28,41
377,7,26,5
377,8,46,24
377,9,41,9
377,10,45,24
377,11,45,5
378,-1,43,5
378,0,42,18
378,1,47,3
378,2,36,12
378,3,43,7
378,4,27,39
378,5,25,5
378,6,28,42
378,7,26,4
378,8,45,24
378,9,41,8
378,10,46,24
378,11,45,4
379,-1,42,5
379,0,42,17
379,1,48,3
379,2,35,12
379,3,44,7
379,4,26,39
379,5,25,4
379,6,28,43
379,7,26,3
379,8,45,25
379,9,42,8
379,10,47,24
379,11,46,4
380,-1,41,5
380,0,42,16
380,1,49,3
380,2,36,12
380,3,43,7
380,4,25,39
380,5,26,4
380,6,28,42
380,7,26,4
380,8,44,25
380,9,42,7
380,10,46,24
380,11,46,3
381,-1,42,6
381,0,42,15
381,1,48,3
381,2,37,12
381,3,43,6
381,4,24,39
381,5,27,4
381,6,28,41
381,7,26,5
381,8,44,24
381,9,43,7
381,10,45,24
381,11,47,3
382,-1,42,6
382,0,42,14
382,1,47,3
382,2,38,12
382,3,44,6
382,4,25,39
382,5,26,4
382,6,28,42
382,7,26,4
382,8,45,24
382,9,43,6
382,10,45,25
382,11,48,3
383,-1,41,6
383,0,42,13
383,1,46,3
383,2,38,11
383,3,44,7
383,4,25,40
383,5,25,4
383,6,28,43
383,7,26,3
383,8,45,25
383,9,44,6
383,10,44,25
383,11,47,3
384,-1,40,6
384,0,42,12
384,1,47,3
384,2,39,11
384,3,44,6
384,4,26,40
384,5,25,5
384,6,28,42
384,7,26,4
384,8,44,25
384,9,44,5
384,10,44,26
384,11,46,3
385,-1,39,6
385,0,42,11
385,1,48,3
385,2,38,11
385,3,44,5
385,4,25,40
385,5,25,4
385,6,28,41
385,7,26,5
385,8,44,26
385,9,45,5
385,10,43,26
385,11,46,2
386,-1,40,6
386,0,42,10
386,1,47,3
386,2,39,11
386,3,45,5
386,4,26,40
386,5,26,4
386,6,28,42
386,7,26,4
386,8,43,26
386,9,44,5
386,10,43,27
386,11,47,2
387,-1,40,7
387,0,42,9
387,1,46,3
387,2,39,10
387,3,44,5
387,4,26,39
387,5,27,4
387,6,28,43
387,7,26,3
387,8,43,27
387,9,45,5
387,10,42,27
387,11,47,3
388,-1,40,8
388,0,42,8
388,1,47,3
388,2,40,10
388,3,45,5
388,4,26,40
388,5,26,4
388,6,28,42
388,7,27,3
388,8,42,27
388,9,45,4
388,10,41,27
388,11,47,2
389,-1,39,9
389,0,42,7
389,1,48,3
389,2,40,9
389,3,45,4
389,4,27,40
389,5,25,4
389,6,28,41
389,7,27,4
389,8,41,27
389,9,44,4
389,10,42,27
389,11,47,3
390,-1,39,10
390,0,42,6
390,1,47,3
390,2,41,9
390,3,46,4
390,4,27,41
390,5,25,3
390,6,28,42
390,7,26,4
390,8,42,27
390,9,44,5
390,10,43,27
390,11,47,4
391,-1,40,10
391,0,43,6
391,1,46,3
391,2,41,8
391,3,46,3
391,4,28,41
391,5,26,3
391,6,28,43
391,7,25,4
391,8,43,27
391,9,45,5
391,10,42,27
391,11,47,3
392,-1,41,10
392,0,43,5
392,1,46,2
392,2,42,8
392,3,47,3
392,4,28,42
392,5,26,4
392,6,28,44
392,7,24,4
392,8,42,27
392,9,45,4
392,10,41,27
392,11,47,2
393,-1,41,9
393,0,44,5
393,1,46,1
393,2,42,9
393,3,48,3
393,4,28,43
393,5,26,5
393,6,28,43
393,7,25,4
393,8,41,27
393,9,46,4
393,10,42,27
393,11,47,3
394,-1,41,8
394,0,44,6
394,1,46,2
394,2,42,8
394,3,47,3
394,4,28,42
394,5,26,4
394,6,28,42
394,7,26,4
394,8,42,27
394,9,45,4
394,10,43,27
394,11,47,4
395,-1,42,8
395,0,44,5
395,1,47,2
395,2,42,9
395,3,46,3
395,4,28,41
395,5,26,5
395,6,28,41
395,7,27,4
395,8,43,27
395,9,46,4
395,10,43,28
395,11,47,3
396,-1,43,8
396,0,45,5
396,1,47,3
396,2,42,8
396,3,47,3
396,4,28,42
396,5,26,4
396,6,28,42
396,7,26,4
396,8,44,27
396,9,46,3
396,10,42,28
396,11,47,4
397,-1,44,8
397,0,45,4
397,1,47,4
397,2,42,7
397,3,47,4
397,4,28,43
397,5,26,3
397,6,28,43
397,7,26,5
397,8,43,27
397,9,47,3
397,10,42,27
397,11,46,4
398,-1,44,7
398,0,46,4
398,1,47,3
398,2,42,8
398,3,47,3
398,4,28,42
398,5,26,4
398,6,28,42
398,7,26,4
398,8,42,27
398,9,48,3
398,10,42,26
398,11,46,3
399,-1,44,6
399,0,46,5
399,1,47,2
399,2,42,7
399,3,47,2
399,4,28,41
399,5,25,4
399,6,28,41
399,7,26,3
399,8,41,27
399,9,47,3
399,10,42,27
399,11,47,3
400,-1,44,5
400,0,46,4
400,1,47,3
400,2,43,7
